JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2456959.72565,12.202,0.022,,R,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.251,Z,,10.166,,IY CEP,AAVSO,STD,0,,,
2456959.72626,11.340,0.029,,I,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.251,Z,,9.944,,IY CEP,AAVSO,STD,0,,,
2456959.72824,13.124,0.039,,V,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.249,Z,,10.406,,IY CEP,AAVSO,STD,0,,,
2456959.72891,12.181,0.026,,R,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.248,Z,,10.147,,IY CEP,AAVSO,STD,0,,,
2456959.72951,11.308,0.031,,I,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.248,Z,,9.952,,IY CEP,AAVSO,STD,0,,,
2456959.73150,13.150,0.041,,V,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.247,Z,,10.353,,IY CEP,AAVSO,STD,0,,,
2456959.73218,12.281,0.025,,R,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.246,Z,,10.195,,IY CEP,AAVSO,STD,0,,,
2456959.73278,11.365,0.032,,I,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.246,Z,,10.017,,IY CEP,AAVSO,STD,0,,,
2456979.71324,11.931,0.022,,R,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.259,Z,,10.221,,IY CEP,AAVSO,STD,0,,,
2456979.71907,12.784,0.049,,V,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.264,Z,,10.416,,IY CEP,AAVSO,STD,0,,,
2456982.80889,12.208,0.043,,R,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.522,Z,,10.186,,IY CEP,AAVSO,STD,0,,,
2456991.83825,11.972,0.033,,R,SBL,,ENSEMBLE,000-BCQ-031,150131,,0,1.939,Z,,10.262,,IY CEP,AAVSO,STD,0,,,
2456991.83887,11.110,0.042,,I,SBL,,ENSEMBLE,000-BCQ-031,150131,,0,1.945,Z,,10.060,,IY CEP,AAVSO,STD,0,,,
2456991.84149,11.913,0.030,,R,SBL,,ENSEMBLE,000-BCQ-031,150131,,0,1.976,Z,,10.209,,IY CEP,AAVSO,STD,0,,,
2456991.84211,11.186,0.043,,I,SBL,,ENSEMBLE,000-BCQ-031,150131,,0,1.984,Z,,10.067,,IY CEP,AAVSO,STD,0,,,
2456991.84475,11.966,0.030,,R,SBL,,ENSEMBLE,000-BCQ-031,150131,,0,2.015,Z,,10.226,,IY CEP,AAVSO,STD,0,,,
2456991.84534,11.169,0.049,,I,SBL,,ENSEMBLE,000-BCQ-031,150131,,0,2.023,Z,,10.004,,IY CEP,AAVSO,STD,0,,,
2456994.73870,12.855,0.048,,V,SBL,,ENSEMBLE,000-BCQ-031,150131,,0,1.363,Z,,10.390,,IY CEP,AAVSO,STD,0,,,
2456994.73936,11.971,0.028,,R,SBL,,ENSEMBLE,000-BCQ-031,150131,,0,1.365,Z,,10.214,,IY CEP,AAVSO,STD,0,,,
2456994.73997,11.216,0.040,,I,SBL,,ENSEMBLE,000-BCQ-031,150131,,0,1.367,Z,,10.029,,IY CEP,AAVSO,STD,0,,,
2456994.74194,12.798,0.047,,V,SBL,,ENSEMBLE,000-BCQ-031,150131,,0,1.374,Z,,10.375,,IY CEP,AAVSO,STD,0,,,
2456994.74260,12.048,0.031,,R,SBL,,ENSEMBLE,000-BCQ-031,150131,,0,1.376,Z,,10.272,,IY CEP,AAVSO,STD,0,,,
2456994.74321,11.192,0.043,,I,SBL,,ENSEMBLE,000-BCQ-031,150131,,0,1.378,Z,,10.053,,IY CEP,AAVSO,STD,0,,,
2456994.74586,12.027,0.032,,R,SBL,,ENSEMBLE,000-BCQ-031,150131,,0,1.387,Z,,10.238,,IY CEP,AAVSO,STD,0,,,
2456994.74647,11.272,0.042,,I,SBL,,ENSEMBLE,000-BCQ-031,150131,,0,1.390,Z,,10.073,,IY CEP,AAVSO,STD,0,,,
2456999.79638,10.886,0.011,,V,SBL,,ENSEMBLE,000-BCQ-031,150131,,0,1.752,Z,,10.394,,IY CEP,AAVSO,STD,0,,,
2456999.79704,12.285,0.040,,R,SBL,,ENSEMBLE,000-BCQ-031,150131,,0,1.757,Z,,10.211,,IY CEP,AAVSO,STD,0,,,
2456999.79764,11.292,0.048,,I,SBL,,ENSEMBLE,000-BCQ-031,150131,,0,1.762,Z,,10.047,,IY CEP,AAVSO,STD,0,,,
2456999.80028,12.323,0.038,,R,SBL,,ENSEMBLE,000-BCQ-031,150131,,0,1.787,Z,,10.256,,IY CEP,AAVSO,STD,0,,,
2456999.80089,11.358,0.049,,I,SBL,,ENSEMBLE,000-BCQ-031,150131,,0,1.792,Z,,9.981,,IY CEP,AAVSO,STD,0,,,
2456999.80353,12.221,0.037,,R,SBL,,ENSEMBLE,000-BCQ-031,150131,,0,1.817,Z,,10.221,,IY CEP,AAVSO,STD,0,,,
2456999.80413,11.459,0.052,,I,SBL,,ENSEMBLE,000-BCQ-031,150131,,0,1.822,Z,,10.075,,IY CEP,AAVSO,STD,0,,,
2457000.71839,12.654,0.029,,V,SBL,,ENSEMBLE,000-BCQ-031,150131,,0,1.352,Z,,10.359,,IY CEP,AAVSO,STD,0,,,
2457000.71905,11.884,0.020,,R,SBL,,ENSEMBLE,000-BCQ-031,150131,,0,1.353,Z,,10.231,,IY CEP,AAVSO,STD,0,,,
2457000.71965,11.119,0.029,,I,SBL,,ENSEMBLE,000-BCQ-031,150131,,0,1.355,Z,,10.061,,IY CEP,AAVSO,STD,0,,,
2457000.72164,12.642,0.030,,V,SBL,,ENSEMBLE,000-BCQ-031,150131,,0,1.362,Z,,10.371,,IY CEP,AAVSO,STD,0,,,
2457000.72230,11.853,0.019,,R,SBL,,ENSEMBLE,000-BCQ-031,150131,,0,1.364,Z,,10.240,,IY CEP,AAVSO,STD,0,,,
2457000.72291,11.026,0.028,,I,SBL,,ENSEMBLE,000-BCQ-031,150131,,0,1.366,Z,,10.033,,IY CEP,AAVSO,STD,0,,,
2457000.72490,12.647,0.029,,V,SBL,,ENSEMBLE,000-BCQ-031,150131,,0,1.373,Z,,10.388,,IY CEP,AAVSO,STD,0,,,
2457000.72556,11.847,0.020,,R,SBL,,ENSEMBLE,000-BCQ-031,150131,,0,1.375,Z,,10.222,,IY CEP,AAVSO,STD,0,,,
2457000.72617,11.049,0.029,,I,SBL,,ENSEMBLE,000-BCQ-031,150131,,0,1.377,Z,,10.008,,IY CEP,AAVSO,STD,0,,,
2457001.75236,12.609,0.038,,V,SBL,,ENSEMBLE,000-BCQ-031,150131,,0,1.498,Z,,10.391,,IY CEP,AAVSO,STD,0,,,
2457001.75302,11.791,0.021,,R,SBL,,ENSEMBLE,000-BCQ-031,150131,,0,1.501,Z,,10.221,,IY CEP,AAVSO,STD,0,,,
2457001.75362,11.005,0.032,,I,SBL,,ENSEMBLE,000-BCQ-031,150131,,0,1.504,Z,,9.976,,IY CEP,AAVSO,STD,0,,,
2457001.75560,12.612,0.043,,V,SBL,,ENSEMBLE,000-BCQ-031,150131,,0,1.516,Z,,10.395,,IY CEP,AAVSO,STD,0,,,
2457001.75626,11.720,0.024,,R,SBL,,ENSEMBLE,000-BCQ-031,150131,,0,1.519,Z,,10.141,,IY CEP,AAVSO,STD,0,,,
2457001.75686,11.001,0.034,,I,SBL,,ENSEMBLE,000-BCQ-031,150131,,0,1.522,Z,,10.013,,IY CEP,AAVSO,STD,0,,,
2457001.75884,12.627,0.050,,V,SBL,,ENSEMBLE,000-BCQ-031,150131,,0,1.533,Z,,10.405,,IY CEP,AAVSO,STD,0,,,
2457001.75951,11.749,0.027,,R,SBL,,ENSEMBLE,000-BCQ-031,150131,,0,1.537,Z,,10.211,,IY CEP,AAVSO,STD,0,,,
2457001.76010,11.027,0.037,,I,SBL,,ENSEMBLE,000-BCQ-031,150131,,0,1.540,Z,,10.068,,IY CEP,AAVSO,STD,0,,,
2457003.71684,12.854,0.032,,V,SBL,,ENSEMBLE,000-BCQ-031,150131,,0,1.373,Z,,10.387,,IY CEP,AAVSO,STD,0,,,
2457003.71749,12.023,0.019,,R,SBL,,ENSEMBLE,000-BCQ-031,150131,,0,1.375,Z,,10.240,,IY CEP,AAVSO,STD,0,,,
2457003.71809,11.236,0.028,,I,SBL,,ENSEMBLE,000-BCQ-031,150131,,0,1.377,Z,,10.028,,IY CEP,AAVSO,STD,0,,,
2457003.72007,10.909,0.009,,V,SBL,,ENSEMBLE,000-BCQ-031,150131,,0,1.385,Z,,10.427,,IY CEP,AAVSO,STD,0,,,
2457007.73520,12.723,0.041,,V,SBL,,ENSEMBLE,000-BCQ-031,150131,,0,1.495,Z,,10.400,,IY CEP,AAVSO,STD,0,,,
2457007.73586,11.875,0.024,,R,SBL,,ENSEMBLE,000-BCQ-031,150131,,0,1.498,Z,,10.208,,IY CEP,AAVSO,STD,0,,,
2457007.73845,12.647,0.037,,V,SBL,,ENSEMBLE,000-BCQ-031,150131,,0,1.513,Z,,10.405,,IY CEP,AAVSO,STD,0,,,
2457007.73911,11.855,0.023,,R,SBL,,ENSEMBLE,000-BCQ-031,150131,,0,1.516,Z,,10.231,,IY CEP,AAVSO,STD,0,,,
2457007.73971,11.074,0.038,,I,SBL,,ENSEMBLE,000-BCQ-031,150131,,0,1.519,Z,,10.028,,IY CEP,AAVSO,STD,0,,,
2457007.74169,12.666,0.036,,V,SBL,,ENSEMBLE,000-BCQ-031,150131,,0,1.530,Z,,10.399,,IY CEP,AAVSO,STD,0,,,
2457007.74235,11.829,0.023,,R,SBL,,ENSEMBLE,000-BCQ-031,150131,,0,1.534,Z,,10.227,,IY CEP,AAVSO,STD,0,,,
2457007.74295,11.042,0.034,,I,SBL,,ENSEMBLE,000-BCQ-031,150131,,0,1.537,Z,,10.088,,IY CEP,AAVSO,STD,0,,,
2457013.76904,12.699,0.046,,V,SBL,,ENSEMBLE,000-BCQ-031,150131,,0,1.841,Z,,10.333,,IY CEP,AAVSO,STD,0,,,
2457013.76970,11.882,0.027,,R,SBL,,ENSEMBLE,000-BCQ-031,150131,,0,1.847,Z,,10.229,,IY CEP,AAVSO,STD,0,,,
2457013.77030,11.099,0.043,,I,SBL,,ENSEMBLE,000-BCQ-031,150131,,0,1.853,Z,,10.044,,IY CEP,AAVSO,STD,0,,,
2457013.77229,12.776,0.043,,V,SBL,,ENSEMBLE,000-BCQ-031,150131,,0,1.873,Z,,10.430,,IY CEP,AAVSO,STD,0,,,
2457013.77295,11.971,0.028,,R,SBL,,ENSEMBLE,000-BCQ-031,150131,,0,1.880,Z,,10.227,,IY CEP,AAVSO,STD,0,,,
2457013.77355,11.110,0.041,,I,SBL,,ENSEMBLE,000-BCQ-031,150131,,0,1.886,Z,,10.099,,IY CEP,AAVSO,STD,0,,,
2457013.77556,12.754,0.041,,V,SBL,,ENSEMBLE,000-BCQ-031,150131,,0,1.908,Z,,10.395,,IY CEP,AAVSO,STD,0,,,
2457013.77622,11.837,0.024,,R,SBL,,ENSEMBLE,000-BCQ-031,150131,,0,1.914,Z,,10.220,,IY CEP,AAVSO,STD,0,,,
2457013.77682,11.052,0.038,,I,SBL,,ENSEMBLE,000-BCQ-031,150131,,0,1.921,Z,,10.060,,IY CEP,AAVSO,STD,0,,,
2457026.71442,12.065,0.042,,R,SBL,,ENSEMBLE,000-BCQ-031,150131,,0,1.678,Z,,10.296,,IY CEP,AAVSO,STD,0,,,
2457026.71767,12.136,0.049,,R,SBL,,ENSEMBLE,000-BCQ-031,150131,,0,1.702,Z,,10.247,,IY CEP,AAVSO,STD,0,,,
2457026.72094,12.053,0.047,,R,SBL,,ENSEMBLE,000-BCQ-031,150131,,0,1.728,Z,,10.201,,IY CEP,AAVSO,STD,0,,,
2458010.29102,10.914,0.066,,TG,BSCC,,ENSEMBLE,70,X20774KW,,0,6.302,Z,,6.914,,IY CEP,AAVSO,STD,,,,
2459028.48228,12.700,0.018,,V,STAC,,ENSEMBLE,125,X25495CAL,,0,1.121,Z,,12.546,,IY CEP,AAVSO,STD,,,,
2459028.48370,12.723,0.019,,V,STAC,,ENSEMBLE,125,X25495CAL,,0,1.119,Z,,12.538,,IY CEP,AAVSO,STD,,,,
2459163.79966,12.881,0.093,,V,DDJ,,92,83,X25745DMC,AAVSONET-BSM_TX,0,2.020,Z,-10.122,-10.951,,IY Cep,AAVSO,STD,,,,
2459197.58539,14.758,0.332,,B,DDJ,,92,70,X25800BD,AAVSONET-BSM_TX,1,1.242,Z,-8.986,-12.139,,IY CEP,AAVSO,STD,,,,
2459197.58631,12.898,0.111,,V,DDJ,,92,70,X25800BD,AAVSONET-BSM_TX,1,1.245,Z,-10.310,-12.511,,IY CEP,AAVSO,STD,,,,
2459777.89753,14.555,0.090,,B,PEX,,ENSEMBLE,95,X28117QT,|KMAG=9.800|KMAGINS=-9.191|KREFERR=0.057|KREFMAG=9.765|OBSERVAT=BSM_TX|VMAGINS=-4.436,0,1.106,Z,,9.800,,IY CEP,AAVSO,STD,0,,,
2459777.89870,12.879,0.062,,V,PEX,,ENSEMBLE,95,X28117QT,|KMAG=9.253|KMAGINS=-9.497|KREFERR=0.037|KREFMAG=9.502|OBSERVAT=BSM_TX|VMAGINS=-5.871,0,1.106,Z,,9.253,,IY CEP,AAVSO,STD,0,,,
2459777.89976,12.237,0.051,,R,PEX,,ENSEMBLE,95,X28117QT,|KMAG=9.354|KMAGINS=-9.471|KREFMAG=0.000|OBSERVAT=BSM_TX|VMAGINS=-6.587,0,1.107,Z,,9.354,,IY CEP,AAVSO,STD,0,,,
2459777.90086,11.428,0.064,,I,PEX,,ENSEMBLE,95,X28117QT,|KMAG=9.180|KMAGINS=-8.074|KREFERR=0.054|KREFMAG=8.923|OBSERVAT=BSM_TX|VMAGINS=-5.826,0,1.107,Z,,9.180,,IY CEP,AAVSO,STD,0,,,
2459777.90220,14.344,0.098,,B,PEX,,ENSEMBLE,95,X28117QT,|KMAG=9.472|KMAGINS=-9.228|KREFERR=0.057|KREFMAG=9.765|OBSERVAT=BSM_TX|VMAGINS=-4.356,0,1.107,Z,,9.472,,IY CEP,AAVSO,STD,0,,,
2459777.90336,13.146,0.062,,V,PEX,,ENSEMBLE,95,X28117QT,|KMAG=9.532|KMAGINS=-9.463|KREFERR=0.037|KREFMAG=9.502|OBSERVAT=BSM_TX|VMAGINS=-5.849,0,1.107,Z,,9.532,,IY CEP,AAVSO,STD,0,,,
2459777.90440,12.365,0.054,,R,PEX,,ENSEMBLE,95,X28117QT,|KMAG=9.378|KMAGINS=-9.457|KREFMAG=0.000|OBSERVAT=BSM_TX|VMAGINS=-6.470,0,1.108,Z,,9.378,,IY CEP,AAVSO,STD,0,,,
2459777.90550,11.449,0.064,,I,PEX,,ENSEMBLE,95,X28117QT,|KMAG=9.166|KMAGINS=-8.027|KREFERR=0.054|KREFMAG=8.923|OBSERVAT=BSM_TX|VMAGINS=-5.744,0,1.108,Z,,9.166,,IY CEP,AAVSO,STD,0,,,
2459777.90683,14.603,0.091,,B,PEX,,ENSEMBLE,95,X28117QT,|KMAG=9.799|KMAGINS=-9.199|KREFERR=0.057|KREFMAG=9.765|OBSERVAT=BSM_TX|VMAGINS=-4.394,0,1.108,Z,,9.799,,IY CEP,AAVSO,STD,0,,,
2459777.90799,13.208,0.064,,V,PEX,,ENSEMBLE,95,X28117QT,|KMAG=9.533|KMAGINS=-9.534|KREFERR=0.037|KREFMAG=9.502|OBSERVAT=BSM_TX|VMAGINS=-5.859,0,1.109,Z,,9.533,,IY CEP,AAVSO,STD,0,,,
2459777.90904,12.268,0.052,,R,PEX,,ENSEMBLE,95,X28117QT,|KMAG=9.350|KMAGINS=-9.432|KREFMAG=0.000|OBSERVAT=BSM_TX|VMAGINS=-6.514,0,1.109,Z,,9.350,,IY CEP,AAVSO,STD,0,,,
2459777.91014,11.445,0.064,,I,PEX,,ENSEMBLE,95,X28117QT,|KMAG=9.152|KMAGINS=-8.078|KREFERR=0.054|KREFMAG=8.923|OBSERVAT=BSM_TX|VMAGINS=-5.785,0,1.109,Z,,9.152,,IY CEP,AAVSO,STD,0,,,
2459779.89318,14.116,0.071,,B,PEX,,ENSEMBLE,95,X28117QT,|KMAG=9.790|KMAGINS=-9.215|KREFERR=0.057|KREFMAG=9.765|OBSERVAT=BSM_TX|VMAGINS=-4.889,0,1.106,Z,,9.790,,IY CEP,AAVSO,STD,0,,,
2459779.89432,12.698,0.049,,V,PEX,,ENSEMBLE,95,X28117QT,|KMAG=9.526|KMAGINS=-9.484|KREFERR=0.037|KREFMAG=9.502|OBSERVAT=BSM_TX|VMAGINS=-6.311,0,1.107,Z,,9.526,,IY CEP,AAVSO,STD,0,,,
2459779.89538,11.895,0.043,,R,PEX,,ENSEMBLE,95,X28117QT,|KMAG=9.358|KMAGINS=-9.429|KREFMAG=0.000|OBSERVAT=BSM_TX|VMAGINS=-6.891,0,1.107,Z,,9.358,,IY CEP,AAVSO,STD,0,,,
2459779.89646,11.080,0.054,,I,PEX,,ENSEMBLE,95,X28117QT,|KMAG=9.144|KMAGINS=-8.066|KREFERR=0.054|KREFMAG=8.923|OBSERVAT=BSM_TX|VMAGINS=-6.129,0,1.107,Z,,9.144,,IY CEP,AAVSO,STD,0,,,
2459779.89779,14.089,0.070,,B,PEX,,ENSEMBLE,95,X28117QT,|KMAG=9.782|KMAGINS=-9.237|KREFERR=0.057|KREFMAG=9.765|OBSERVAT=BSM_TX|VMAGINS=-4.930,0,1.107,Z,,9.782,,IY CEP,AAVSO,STD,0,,,
2459779.89894,12.698,0.049,,V,PEX,,ENSEMBLE,95,X28117QT,|KMAG=9.513|KMAGINS=-9.537|KREFERR=0.037|KREFMAG=9.502|OBSERVAT=BSM_TX|VMAGINS=-6.351,0,1.108,Z,,9.513,,IY CEP,AAVSO,STD,0,,,
2459779.89999,11.843,0.042,,R,PEX,,ENSEMBLE,95,X28117QT,|KMAG=9.364|KMAGINS=-9.421|KREFMAG=0.000|OBSERVAT=BSM_TX|VMAGINS=-6.943,0,1.108,Z,,9.364,,IY CEP,AAVSO,STD,0,,,
2459779.90108,11.053,0.054,,I,PEX,,ENSEMBLE,95,X28117QT,|KMAG=9.160|KMAGINS=-8.020|KREFERR=0.054|KREFMAG=8.923|OBSERVAT=BSM_TX|VMAGINS=-6.128,0,1.108,Z,,9.160,,IY CEP,AAVSO,STD,0,,,
2459779.90242,13.988,0.068,,B,PEX,,ENSEMBLE,95,X28117QT,|KMAG=9.786|KMAGINS=-9.258|KREFERR=0.057|KREFMAG=9.765|OBSERVAT=BSM_TX|VMAGINS=-5.056,0,1.109,Z,,9.786,,IY CEP,AAVSO,STD,0,,,
2459779.90358,12.744,0.050,,V,PEX,,ENSEMBLE,95,X28117QT,|KMAG=9.524|KMAGINS=-9.475|KREFERR=0.037|KREFMAG=9.502|OBSERVAT=BSM_TX|VMAGINS=-6.254,0,1.109,Z,,9.524,,IY CEP,AAVSO,STD,0,,,
2459779.90464,11.876,0.043,,R,PEX,,ENSEMBLE,95,X28117QT,|KMAG=9.362|KMAGINS=-9.407|KREFMAG=0.000|OBSERVAT=BSM_TX|VMAGINS=-6.893,0,1.109,Z,,9.362,,IY CEP,AAVSO,STD,0,,,
2459779.90573,11.125,0.056,,I,PEX,,ENSEMBLE,95,X28117QT,|KMAG=9.159|KMAGINS=-8.016|KREFERR=0.054|KREFMAG=8.923|OBSERVAT=BSM_TX|VMAGINS=-6.050,0,1.110,Z,,9.159,,IY CEP,AAVSO,STD,0,,,
2459790.86041,13.934,0.062,,B,PEX,,ENSEMBLE,95,X28117QT,|CMAGINS=-8.744|CREFMAG=10.323|KMAG=9.802|KMAGINS=-9.264|KREFERR=0.057|KREFMAG=9.765|OBSERVAT=BSM_TX|VMAGINS=-5.133,0,1.106,Z,,9.802,,IY CEP,AAVSO,STD,0,,,
2459790.86153,12.657,0.047,,V,PEX,,ENSEMBLE,95,X28117QT,|CMAGINS=-9.033|CREFMAG=10.015|KMAG=9.552|KMAGINS=-9.495|KREFERR=0.037|KREFMAG=9.502|OBSERVAT=BSM_TX|VMAGINS=-6.391,0,1.106,Z,,9.552,,IY CEP,AAVSO,STD,0,,,
2459790.86258,11.856,0.042,,R,PEX,,ENSEMBLE,95,X28117QT,|CMAGINS=-7.761|CREFMAG=11.042|KMAG=9.354|KMAGINS=-9.449|KREFMAG=0.000|OBSERVAT=BSM_TX|VMAGINS=-6.947,0,1.106,Z,,9.354,,IY CEP,AAVSO,STD,0,,,
2459790.86366,11.127,0.057,,I,PEX,,ENSEMBLE,95,X28117QT,|CMAGINS=-7.505|CREFMAG=9.634|KMAG=9.149|KMAGINS=-7.990|KREFERR=0.054|KREFMAG=8.923|OBSERVAT=BSM_TX|VMAGINS=-6.012,0,1.106,Z,,9.149,,IY CEP,AAVSO,STD,0,,,
2459790.86497,14.089,0.069,,B,PEX,,ENSEMBLE,95,X28117QT,|CMAGINS=-8.728|CREFMAG=10.323|KMAG=9.782|KMAGINS=-9.269|KREFERR=0.057|KREFMAG=9.765|OBSERVAT=BSM_TX|VMAGINS=-4.961,0,1.107,Z,,9.782,,IY CEP,AAVSO,STD,0,,,
2459790.86715,11.846,0.042,,R,PEX,,ENSEMBLE,95,X28117QT,|CMAGINS=-7.744|CREFMAG=11.042|KMAG=9.378|KMAGINS=-9.408|KREFMAG=0.000|OBSERVAT=BSM_TX|VMAGINS=-6.941,0,1.107,Z,,9.378,,IY CEP,AAVSO,STD,0,,,
2459790.86823,11.085,0.056,,I,PEX,,ENSEMBLE,95,X28117QT,|CMAGINS=-7.499|CREFMAG=9.634|KMAG=9.148|KMAGINS=-7.985|KREFERR=0.054|KREFMAG=8.923|OBSERVAT=BSM_TX|VMAGINS=-6.048,0,1.107,Z,,9.148,,IY CEP,AAVSO,STD,0,,,
2459790.86955,14.040,0.067,,B,PEX,,ENSEMBLE,95,X28117QT,|CMAGINS=-8.745|CREFMAG=10.323|KMAG=9.799|KMAGINS=-9.268|KREFERR=0.057|KREFMAG=9.765|OBSERVAT=BSM_TX|VMAGINS=-5.027,0,1.108,Z,,9.799,,IY CEP,AAVSO,STD,0,,,
2459790.87068,12.604,0.047,,V,PEX,,ENSEMBLE,95,X28117QT,|CMAGINS=-8.992|CREFMAG=10.015|KMAG=9.544|KMAGINS=-9.463|KREFERR=0.037|KREFMAG=9.502|OBSERVAT=BSM_TX|VMAGINS=-6.403,0,1.108,Z,,9.544,,IY CEP,AAVSO,STD,0,,,
2459790.87175,11.801,0.041,,R,PEX,,ENSEMBLE,95,X28117QT,|CMAGINS=-7.725|CREFMAG=11.042|KMAG=9.341|KMAGINS=-9.427|KREFMAG=0.000|OBSERVAT=BSM_TX|VMAGINS=-6.966,0,1.108,Z,,9.341,,IY CEP,AAVSO,STD,0,,,
2459790.87282,11.115,0.056,,I,PEX,,ENSEMBLE,95,X28117QT,|CMAGINS=-7.527|CREFMAG=9.634|KMAG=9.149|KMAGINS=-8.012|KREFERR=0.054|KREFMAG=8.923|OBSERVAT=BSM_TX|VMAGINS=-6.046,0,1.109,Z,,9.149,,IY CEP,AAVSO,STD,0,,,
2459792.85457,14.639,0.089,,B,PEX,,ENSEMBLE,95,X28117QT,|CMAGINS=-8.682|CREFMAG=10.323|KMAG=9.775|KMAGINS=-9.229|KREFERR=0.057|KREFMAG=9.765|OBSERVAT=BSM_TX|VMAGINS=-4.366,0,1.106,Z,,9.775,,IY CEP,AAVSO,STD,0,,,
2459792.85572,13.004,0.056,,V,PEX,,ENSEMBLE,95,X28117QT,|CMAGINS=-9.006|CREFMAG=10.015|KMAG=9.519|KMAGINS=-9.502|KREFERR=0.037|KREFMAG=9.502|OBSERVAT=BSM_TX|VMAGINS=-6.016,0,1.106,Z,,9.519,,IY CEP,AAVSO,STD,0,,,
2459792.85679,12.137,0.048,,R,PEX,,ENSEMBLE,95,X28117QT,|CMAGINS=-7.744|CREFMAG=11.042|KMAG=9.359|KMAGINS=-9.427|KREFMAG=0.000|OBSERVAT=BSM_TX|VMAGINS=-6.649,0,1.106,Z,,9.359,,IY CEP,AAVSO,STD,0,,,
2459792.85788,11.244,0.058,,I,PEX,,ENSEMBLE,95,X28117QT,|CMAGINS=-7.590|CREFMAG=9.634|KMAG=9.177|KMAGINS=-8.047|KREFERR=0.054|KREFMAG=8.923|OBSERVAT=BSM_TX|VMAGINS=-5.980,0,1.106,Z,,9.177,,IY CEP,AAVSO,STD,0,,,
2459792.85924,14.382,0.078,,B,PEX,,ENSEMBLE,95,X28117QT,|CMAGINS=-8.699|CREFMAG=10.323|KMAG=9.800|KMAGINS=-9.222|KREFERR=0.057|KREFMAG=9.765|OBSERVAT=BSM_TX|VMAGINS=-4.640,0,1.107,Z,,9.800,,IY CEP,AAVSO,STD,0,,,
2459792.86039,12.998,0.056,,V,PEX,,ENSEMBLE,95,X28117QT,|CMAGINS=-8.978|CREFMAG=10.015|KMAG=9.512|KMAGINS=-9.481|KREFERR=0.037|KREFMAG=9.502|OBSERVAT=BSM_TX|VMAGINS=-5.995,0,1.107,Z,,9.512,,IY CEP,AAVSO,STD,0,,,
2459792.86145,12.097,0.047,,R,PEX,,ENSEMBLE,95,X28117QT,|CMAGINS=-7.762|CREFMAG=11.042|KMAG=9.376|KMAGINS=-9.429|KREFMAG=0.000|OBSERVAT=BSM_TX|VMAGINS=-6.708,0,1.107,Z,,9.376,,IY CEP,AAVSO,STD,0,,,
2459792.86255,11.237,0.059,,I,PEX,,ENSEMBLE,95,X28117QT,|CMAGINS=-7.539|CREFMAG=9.634|KMAG=9.155|KMAGINS=-8.019|KREFERR=0.054|KREFMAG=8.923|OBSERVAT=BSM_TX|VMAGINS=-5.937,0,1.107,Z,,9.155,,IY CEP,AAVSO,STD,0,,,
2459792.86387,14.511,0.084,,B,PEX,,ENSEMBLE,95,X28117QT,|CMAGINS=-8.708|CREFMAG=10.323|KMAG=9.784|KMAGINS=-9.246|KREFERR=0.057|KREFMAG=9.765|OBSERVAT=BSM_TX|VMAGINS=-4.520,0,1.108,Z,,9.784,,IY CEP,AAVSO,STD,0,,,
2459792.86502,12.948,0.055,,V,PEX,,ENSEMBLE,95,X28117QT,|CMAGINS=-8.997|CREFMAG=10.015|KMAG=9.518|KMAGINS=-9.494|KREFERR=0.037|KREFMAG=9.502|OBSERVAT=BSM_TX|VMAGINS=-6.064,0,1.108,Z,,9.518,,IY CEP,AAVSO,STD,0,,,
2459792.86608,12.080,0.047,,R,PEX,,ENSEMBLE,95,X28117QT,|CMAGINS=-7.758|CREFMAG=11.042|KMAG=9.362|KMAGINS=-9.438|KREFMAG=0.000|OBSERVAT=BSM_TX|VMAGINS=-6.720,0,1.108,Z,,9.362,,IY CEP,AAVSO,STD,0,,,
2459792.86716,11.299,0.061,,I,PEX,,ENSEMBLE,95,X28117QT,|CMAGINS=-7.538|CREFMAG=9.634|KMAG=9.159|KMAGINS=-8.013|KREFERR=0.054|KREFMAG=8.923|OBSERVAT=BSM_TX|VMAGINS=-5.873,0,1.109,Z,,9.159,,IY CEP,AAVSO,STD,0,,,
2459793.85361,14.825,0.103,,B,PEX,,ENSEMBLE,95,X28117QT,|CMAGINS=-8.611|CREFMAG=10.323|KMAG=9.783|KMAGINS=-9.151|KREFERR=0.057|KREFMAG=9.765|OBSERVAT=BSM_TX|VMAGINS=-4.109,0,1.106,Z,,9.783,,IY CEP,AAVSO,STD,0,,,
