JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2459844.72280,12.318,0.053,,R,PEX,,ENSEMBLE,95,X28117QT,|CMAGINS=-7.708|CREFMAG=11.042|KMAG=9.343|KMAGINS=-9.407|KREFMAG=0.000|OBSERVAT=BSM_TX|VMAGINS=-6.432,0,1.108,Z,,9.343,,IY CEP,AAVSO,STD,0,,,
2459844.72394,11.431,0.069,,I,PEX,,ENSEMBLE,95,X28117QT,|CMAGINS=-7.467|CREFMAG=9.634|KMAG=9.133|KMAGINS=-7.969|KREFERR=0.054|KREFMAG=8.923|OBSERVAT=BSM_TX|VMAGINS=-5.671,0,1.108,Z,,9.133,,IY CEP,AAVSO,STD,0,,,
2459844.72532,14.776,0.108,,B,PEX,,ENSEMBLE,95,X28117QT,|CMAGINS=-8.684|CREFMAG=10.323|KMAG=9.781|KMAGINS=-9.226|KREFERR=0.057|KREFMAG=9.765|OBSERVAT=BSM_TX|VMAGINS=-4.231,0,1.109,Z,,9.781,,IY CEP,AAVSO,STD,0,,,
2459844.72655,13.213,0.065,,V,PEX,,ENSEMBLE,95,X28117QT,|CMAGINS=-8.978|CREFMAG=10.015|KMAG=9.525|KMAGINS=-9.467|KREFERR=0.037|KREFMAG=9.502|OBSERVAT=BSM_TX|VMAGINS=-5.779,0,1.109,Z,,9.525,,IY CEP,AAVSO,STD,0,,,
2459844.72765,12.349,0.054,,R,PEX,,ENSEMBLE,95,X28117QT,|CMAGINS=-7.691|CREFMAG=11.042|KMAG=9.354|KMAGINS=-9.380|KREFMAG=0.000|OBSERVAT=BSM_TX|VMAGINS=-6.385,0,1.110,Z,,9.354,,IY CEP,AAVSO,STD,0,,,
2459844.72877,11.379,0.066,,I,PEX,,ENSEMBLE,95,X28117QT,|CMAGINS=-7.553|CREFMAG=9.634|KMAG=9.139|KMAGINS=-8.048|KREFERR=0.054|KREFMAG=8.923|OBSERVAT=BSM_TX|VMAGINS=-5.808,0,1.110,Z,,9.139,,IY CEP,AAVSO,STD,0,,,
2459845.71206,14.583,0.107,,B,PEX,,ENSEMBLE,95,X28117QT,|CMAGINS=-8.429|CREFMAG=10.323|KMAG=9.794|KMAGINS=-8.958|KREFERR=0.057|KREFMAG=9.765|OBSERVAT=BSM_TX|VMAGINS=-4.169,0,1.105,Z,,9.794,,IY CEP,AAVSO,STD,0,,,
2459845.71338,13.259,0.066,,V,PEX,,ENSEMBLE,95,X28117QT,|CMAGINS=-8.972|CREFMAG=10.015|KMAG=9.512|KMAGINS=-9.475|KREFERR=0.037|KREFMAG=9.502|OBSERVAT=BSM_TX|VMAGINS=-5.728,0,1.106,Z,,9.512,,IY CEP,AAVSO,STD,0,,,
2459845.71448,12.398,0.056,,R,PEX,,ENSEMBLE,95,X28117QT,|CMAGINS=-7.700|CREFMAG=11.042|KMAG=9.353|KMAGINS=-9.389|KREFMAG=0.000|OBSERVAT=BSM_TX|VMAGINS=-6.343,0,1.107,Z,,9.353,,IY CEP,AAVSO,STD,0,,,
2459845.71561,11.436,0.065,,I,PEX,,ENSEMBLE,95,X28117QT,|CMAGINS=-7.546|CREFMAG=9.634|KMAG=9.155|KMAGINS=-8.026|KREFERR=0.054|KREFMAG=8.923|OBSERVAT=BSM_TX|VMAGINS=-5.744,0,1.107,Z,,9.155,,IY CEP,AAVSO,STD,0,,,
2459845.71700,14.953,0.116,,B,PEX,,ENSEMBLE,95,X28117QT,|CMAGINS=-8.669|CREFMAG=10.323|KMAG=9.777|KMAGINS=-9.215|KREFERR=0.057|KREFMAG=9.765|OBSERVAT=BSM_TX|VMAGINS=-4.039,0,1.107,Z,,9.777,,IY CEP,AAVSO,STD,0,,,
2459845.71819,13.275,0.067,,V,PEX,,ENSEMBLE,95,X28117QT,|CMAGINS=-8.968|CREFMAG=10.015|KMAG=9.514|KMAGINS=-9.469|KREFERR=0.037|KREFMAG=9.502|OBSERVAT=BSM_TX|VMAGINS=-5.708,0,1.107,Z,,9.514,,IY CEP,AAVSO,STD,0,,,
2459845.71928,12.381,0.055,,R,PEX,,ENSEMBLE,95,X28117QT,|CMAGINS=-7.735|CREFMAG=11.042|KMAG=9.379|KMAGINS=-9.398|KREFMAG=0.000|OBSERVAT=BSM_TX|VMAGINS=-6.397,0,1.108,Z,,9.379,,IY CEP,AAVSO,STD,0,,,
2459845.72043,11.473,0.069,,I,PEX,,ENSEMBLE,95,X28117QT,|CMAGINS=-7.509|CREFMAG=9.634|KMAG=9.146|KMAGINS=-7.998|KREFERR=0.054|KREFMAG=8.923|OBSERVAT=BSM_TX|VMAGINS=-5.671,0,1.108,Z,,9.146,,IY CEP,AAVSO,STD,0,,,
2459845.72181,14.633,0.098,,B,PEX,,ENSEMBLE,95,X28117QT,|CMAGINS=-8.695|CREFMAG=10.323|KMAG=9.796|KMAGINS=-9.222|KREFERR=0.057|KREFMAG=9.765|OBSERVAT=BSM_TX|VMAGINS=-4.385,0,1.108,Z,,9.796,,IY CEP,AAVSO,STD,0,,,
2459845.72302,13.182,0.064,,V,PEX,,ENSEMBLE,95,X28117QT,|CMAGINS=-8.962|CREFMAG=10.015|KMAG=9.528|KMAGINS=-9.449|KREFERR=0.037|KREFMAG=9.502|OBSERVAT=BSM_TX|VMAGINS=-5.795,0,1.109,Z,,9.528,,IY CEP,AAVSO,STD,0,,,
2459845.72413,12.323,0.054,,R,PEX,,ENSEMBLE,95,X28117QT,|CMAGINS=-7.709|CREFMAG=11.042|KMAG=9.352|KMAGINS=-9.400|KREFMAG=0.000|OBSERVAT=BSM_TX|VMAGINS=-6.428,0,1.109,Z,,9.352,,IY CEP,AAVSO,STD,0,,,
2459845.72525,11.570,0.072,,I,PEX,,ENSEMBLE,95,X28117QT,|CMAGINS=-7.505|CREFMAG=9.634|KMAG=9.165|KMAGINS=-7.974|KREFERR=0.054|KREFMAG=8.923|OBSERVAT=BSM_TX|VMAGINS=-5.570,0,1.110,Z,,9.165,,IY CEP,AAVSO,STD,0,,,
2459846.70905,13.937,0.064,,B,PEX,,ENSEMBLE,95,X28117QT,|CMAGINS=-8.604|CREFMAG=10.323|KMAG=9.800|KMAGINS=-9.126|KREFERR=0.057|KREFMAG=9.765|OBSERVAT=BSM_TX|VMAGINS=-4.989,0,1.106,Z,,9.800,,IY CEP,AAVSO,STD,0,,,
2459846.71025,12.646,0.049,,V,PEX,,ENSEMBLE,95,X28117QT,|CMAGINS=-8.962|CREFMAG=10.015|KMAG=9.550|KMAGINS=-9.427|KREFERR=0.037|KREFMAG=9.502|OBSERVAT=BSM_TX|VMAGINS=-6.330,0,1.106,Z,,9.550,,IY CEP,AAVSO,STD,0,,,
2459846.71135,11.867,0.044,,R,PEX,,ENSEMBLE,95,X28117QT,|CMAGINS=-7.697|CREFMAG=11.042|KMAG=9.377|KMAGINS=-9.363|KREFMAG=0.000|OBSERVAT=BSM_TX|VMAGINS=-6.872,0,1.107,Z,,9.377,,IY CEP,AAVSO,STD,0,,,
2459846.71249,11.076,0.054,,I,PEX,,ENSEMBLE,95,X28117QT,|CMAGINS=-7.555|CREFMAG=9.634|KMAG=9.196|KMAGINS=-7.994|KREFERR=0.054|KREFMAG=8.923|OBSERVAT=BSM_TX|VMAGINS=-6.114,0,1.107,Z,,9.196,,IY CEP,AAVSO,STD,0,,,
2459846.71389,13.967,0.065,,B,PEX,,ENSEMBLE,95,X28117QT,|CMAGINS=-8.628|CREFMAG=10.323|KMAG=9.802|KMAGINS=-9.148|KREFERR=0.057|KREFMAG=9.765|OBSERVAT=BSM_TX|VMAGINS=-4.984,0,1.107,Z,,9.802,,IY CEP,AAVSO,STD,0,,,
2459846.71509,12.641,0.049,,V,PEX,,ENSEMBLE,95,X28117QT,|CMAGINS=-8.945|CREFMAG=10.015|KMAG=9.527|KMAGINS=-9.433|KREFERR=0.037|KREFMAG=9.502|OBSERVAT=BSM_TX|VMAGINS=-6.319,0,1.107,Z,,9.527,,IY CEP,AAVSO,STD,0,,,
2459846.71619,11.874,0.044,,R,PEX,,ENSEMBLE,95,X28117QT,|CMAGINS=-7.710|CREFMAG=11.042|KMAG=9.338|KMAGINS=-9.415|KREFMAG=0.000|OBSERVAT=BSM_TX|VMAGINS=-6.878,0,1.108,Z,,9.338,,IY CEP,AAVSO,STD,0,,,
2459846.71733,11.043,0.053,,I,PEX,,ENSEMBLE,95,X28117QT,|CMAGINS=-7.555|CREFMAG=9.634|KMAG=9.130|KMAGINS=-8.060|KREFERR=0.054|KREFMAG=8.923|OBSERVAT=BSM_TX|VMAGINS=-6.147,0,1.108,Z,,9.130,,IY CEP,AAVSO,STD,0,,,
2459846.71872,13.909,0.063,,B,PEX,,ENSEMBLE,95,X28117QT,|CMAGINS=-8.621|CREFMAG=10.323|KMAG=9.790|KMAGINS=-9.154|KREFERR=0.057|KREFMAG=9.765|OBSERVAT=BSM_TX|VMAGINS=-5.035,0,1.108,Z,,9.790,,IY CEP,AAVSO,STD,0,,,
2459846.71992,12.615,0.047,,V,PEX,,ENSEMBLE,95,X28117QT,|CMAGINS=-8.970|CREFMAG=10.015|KMAG=9.529|KMAGINS=-9.455|KREFERR=0.037|KREFMAG=9.502|OBSERVAT=BSM_TX|VMAGINS=-6.369,0,1.109,Z,,9.529,,IY CEP,AAVSO,STD,0,,,
2459846.72103,11.848,0.043,,R,PEX,,ENSEMBLE,95,X28117QT,|CMAGINS=-7.703|CREFMAG=11.042|KMAG=9.358|KMAGINS=-9.387|KREFMAG=0.000|OBSERVAT=BSM_TX|VMAGINS=-6.897,0,1.109,Z,,9.358,,IY CEP,AAVSO,STD,0,,,
2459846.72218,11.128,0.055,,I,PEX,,ENSEMBLE,95,X28117QT,|CMAGINS=-7.564|CREFMAG=9.634|KMAG=9.154|KMAGINS=-8.044|KREFERR=0.054|KREFMAG=8.923|OBSERVAT=BSM_TX|VMAGINS=-6.070,0,1.110,Z,,9.154,,IY CEP,AAVSO,STD,0,,,
2459847.70663,13.981,0.065,,B,PEX,,ENSEMBLE,95,X28117QT,|CMAGINS=-8.679|CREFMAG=10.323|KMAG=9.782|KMAGINS=-9.220|KREFERR=0.057|KREFMAG=9.765|OBSERVAT=BSM_TX|VMAGINS=-5.022,0,1.106,Z,,9.782,,IY CEP,AAVSO,STD,0,,,
2459847.70786,12.712,0.050,,V,PEX,,ENSEMBLE,95,X28117QT,|CMAGINS=-8.980|CREFMAG=10.015|KMAG=9.521|KMAGINS=-9.474|KREFERR=0.037|KREFMAG=9.502|OBSERVAT=BSM_TX|VMAGINS=-6.283,0,1.106,Z,,9.521,,IY CEP,AAVSO,STD,0,,,
2459847.70898,11.886,0.043,,R,PEX,,ENSEMBLE,95,X28117QT,|CMAGINS=-7.718|CREFMAG=11.042|KMAG=9.361|KMAGINS=-9.399|KREFMAG=0.000|OBSERVAT=BSM_TX|VMAGINS=-6.874,0,1.107,Z,,9.361,,IY CEP,AAVSO,STD,0,,,
2459847.71013,11.098,0.057,,I,PEX,,ENSEMBLE,95,X28117QT,|CMAGINS=-7.514|CREFMAG=9.634|KMAG=9.140|KMAGINS=-8.008|KREFERR=0.054|KREFMAG=8.923|OBSERVAT=BSM_TX|VMAGINS=-6.050,0,1.107,Z,,9.140,,IY CEP,AAVSO,STD,0,,,
2459847.71150,14.097,0.071,,B,PEX,,ENSEMBLE,95,X28117QT,|CMAGINS=-8.689|CREFMAG=10.323|KMAG=9.781|KMAGINS=-9.231|KREFERR=0.057|KREFMAG=9.765|OBSERVAT=BSM_TX|VMAGINS=-4.915,0,1.107,Z,,9.781,,IY CEP,AAVSO,STD,0,,,
2459847.71272,12.745,0.050,,V,PEX,,ENSEMBLE,95,X28117QT,|CMAGINS=-9.015|CREFMAG=10.015|KMAG=9.515|KMAGINS=-9.515|KREFERR=0.037|KREFMAG=9.502|OBSERVAT=BSM_TX|VMAGINS=-6.285,0,1.107,Z,,9.515,,IY CEP,AAVSO,STD,0,,,
2459847.71382,11.927,0.045,,R,PEX,,ENSEMBLE,95,X28117QT,|CMAGINS=-7.700|CREFMAG=11.042|KMAG=9.330|KMAGINS=-9.412|KREFMAG=0.000|OBSERVAT=BSM_TX|VMAGINS=-6.815,0,1.108,Z,,9.330,,IY CEP,AAVSO,STD,0,,,
2459847.71495,11.070,0.056,,I,PEX,,ENSEMBLE,95,X28117QT,|CMAGINS=-7.471|CREFMAG=9.634|KMAG=9.147|KMAGINS=-7.958|KREFERR=0.054|KREFMAG=8.923|OBSERVAT=BSM_TX|VMAGINS=-6.035,0,1.108,Z,,9.147,,IY CEP,AAVSO,STD,0,,,
2459847.71635,13.979,0.065,,B,PEX,,ENSEMBLE,95,X28117QT,|CMAGINS=-8.705|CREFMAG=10.323|KMAG=9.781|KMAGINS=-9.247|KREFERR=0.057|KREFMAG=9.765|OBSERVAT=BSM_TX|VMAGINS=-5.048,0,1.108,Z,,9.781,,IY CEP,AAVSO,STD,0,,,
2459847.71757,12.769,0.051,,V,PEX,,ENSEMBLE,95,X28117QT,|CMAGINS=-9.005|CREFMAG=10.015|KMAG=9.505|KMAGINS=-9.515|KREFERR=0.037|KREFMAG=9.502|OBSERVAT=BSM_TX|VMAGINS=-6.251,0,1.109,Z,,9.505,,IY CEP,AAVSO,STD,0,,,
2459847.71868,11.926,0.044,,R,PEX,,ENSEMBLE,95,X28117QT,|CMAGINS=-7.721|CREFMAG=11.042|KMAG=9.335|KMAGINS=-9.429|KREFMAG=0.000|OBSERVAT=BSM_TX|VMAGINS=-6.838,0,1.109,Z,,9.335,,IY CEP,AAVSO,STD,0,,,
2459849.70047,14.517,0.087,,B,PEX,,ENSEMBLE,95,X28117QT,|CMAGINS=-8.585|CREFMAG=10.323|KMAG=9.786|KMAGINS=-9.121|KREFERR=0.057|KREFMAG=9.765|OBSERVAT=BSM_TX|VMAGINS=-4.390,0,1.106,Z,,9.786,,IY CEP,AAVSO,STD,0,,,
2459849.70168,13.053,0.059,,V,PEX,,ENSEMBLE,95,X28117QT,|CMAGINS=-8.942|CREFMAG=10.015|KMAG=9.521|KMAGINS=-9.436|KREFERR=0.037|KREFMAG=9.502|OBSERVAT=BSM_TX|VMAGINS=-5.904,0,1.106,Z,,9.521,,IY CEP,AAVSO,STD,0,,,
2459849.70278,12.122,0.049,,R,PEX,,ENSEMBLE,95,X28117QT,|CMAGINS=-7.701|CREFMAG=11.042|KMAG=9.361|KMAGINS=-9.383|KREFMAG=0.000|OBSERVAT=BSM_TX|VMAGINS=-6.622,0,1.106,Z,,9.361,,IY CEP,AAVSO,STD,0,,,
2459849.70390,11.302,0.062,,I,PEX,,ENSEMBLE,95,X28117QT,|CMAGINS=-7.489|CREFMAG=9.634|KMAG=9.154|KMAGINS=-7.970|KREFERR=0.054|KREFMAG=8.923|OBSERVAT=BSM_TX|VMAGINS=-5.821,0,1.107,Z,,9.154,,IY CEP,AAVSO,STD,0,,,
2459849.70530,14.237,0.091,,B,PEX,,ENSEMBLE,95,X28117QT,|CMAGINS=-8.280|CREFMAG=10.323|KMAG=9.451|KMAGINS=-9.151|KREFERR=0.057|KREFMAG=9.765|OBSERVAT=BSM_TX|VMAGINS=-4.366,0,1.107,Z,,9.451,,IY CEP,AAVSO,STD,0,,,
2459849.70648,13.046,0.059,,V,PEX,,ENSEMBLE,95,X28117QT,|CMAGINS=-8.951|CREFMAG=10.015|KMAG=9.520|KMAGINS=-9.447|KREFERR=0.037|KREFMAG=9.502|OBSERVAT=BSM_TX|VMAGINS=-5.921,0,1.107,Z,,9.520,,IY CEP,AAVSO,STD,0,,,
2459849.70758,12.201,0.052,,R,PEX,,ENSEMBLE,95,X28117QT,|CMAGINS=-7.677|CREFMAG=11.042|KMAG=9.343|KMAGINS=-9.376|KREFMAG=0.000|OBSERVAT=BSM_TX|VMAGINS=-6.518,0,1.107,Z,,9.343,,IY CEP,AAVSO,STD,0,,,
2459849.70873,11.299,0.063,,I,PEX,,ENSEMBLE,95,X28117QT,|CMAGINS=-7.491|CREFMAG=9.634|KMAG=9.151|KMAGINS=-7.975|KREFERR=0.054|KREFMAG=8.923|OBSERVAT=BSM_TX|VMAGINS=-5.826,0,1.108,Z,,9.151,,IY CEP,AAVSO,STD,0,,,
2459849.71012,14.615,0.092,,B,PEX,,ENSEMBLE,95,X28117QT,|CMAGINS=-8.588|CREFMAG=10.323|KMAG=9.778|KMAGINS=-9.132|KREFERR=0.057|KREFMAG=9.765|OBSERVAT=BSM_TX|VMAGINS=-4.295,0,1.108,Z,,9.778,,IY CEP,AAVSO,STD,0,,,
2459849.71132,13.093,0.061,,V,PEX,,ENSEMBLE,95,X28117QT,|CMAGINS=-8.939|CREFMAG=10.015|KMAG=9.524|KMAGINS=-9.430|KREFERR=0.037|KREFMAG=9.502|OBSERVAT=BSM_TX|VMAGINS=-5.861,0,1.109,Z,,9.524,,IY CEP,AAVSO,STD,0,,,
2459849.71243,12.122,0.050,,R,PEX,,ENSEMBLE,95,X28117QT,|CMAGINS=-7.663|CREFMAG=11.042|KMAG=9.323|KMAGINS=-9.383|KREFMAG=0.000|OBSERVAT=BSM_TX|VMAGINS=-6.584,0,1.109,Z,,9.323,,IY CEP,AAVSO,STD,0,,,
2459849.71358,11.303,0.062,,I,PEX,,ENSEMBLE,95,X28117QT,|CMAGINS=-7.485|CREFMAG=9.634|KMAG=9.176|KMAGINS=-7.943|KREFERR=0.054|KREFMAG=8.923|OBSERVAT=BSM_TX|VMAGINS=-5.816,0,1.109,Z,,9.176,,IY CEP,AAVSO,STD,0,,,
2459850.69810,14.770,0.104,,B,PEX,,ENSEMBLE,95,X28117QT,|CMAGINS=-8.667|CREFMAG=10.323|KMAG=9.790|KMAGINS=-9.200|KREFERR=0.057|KREFMAG=9.765|OBSERVAT=BSM_TX|VMAGINS=-4.220,0,1.106,Z,,9.790,,IY CEP,AAVSO,STD,0,,,
2459850.69932,13.248,0.066,,V,PEX,,ENSEMBLE,95,X28117QT,|CMAGINS=-8.947|CREFMAG=10.015|KMAG=9.508|KMAGINS=-9.454|KREFERR=0.037|KREFMAG=9.502|OBSERVAT=BSM_TX|VMAGINS=-5.714,0,1.106,Z,,9.508,,IY CEP,AAVSO,STD,0,,,
2459850.70042,12.299,0.053,,R,PEX,,ENSEMBLE,95,X28117QT,|CMAGINS=-7.695|CREFMAG=11.042|KMAG=9.348|KMAGINS=-9.389|KREFMAG=0.000|OBSERVAT=BSM_TX|VMAGINS=-6.438,0,1.107,Z,,9.348,,IY CEP,AAVSO,STD,0,,,
2459850.70155,11.375,0.066,,I,PEX,,ENSEMBLE,95,X28117QT,|CMAGINS=-7.474|CREFMAG=9.634|KMAG=9.154|KMAGINS=-7.955|KREFERR=0.054|KREFMAG=8.923|OBSERVAT=BSM_TX|VMAGINS=-5.733,0,1.107,Z,,9.154,,IY CEP,AAVSO,STD,0,,,
2459850.70293,15.033,0.124,,B,PEX,,ENSEMBLE,95,X28117QT,|CMAGINS=-8.681|CREFMAG=10.323|KMAG=9.796|KMAGINS=-9.207|KREFERR=0.057|KREFMAG=9.765|OBSERVAT=BSM_TX|VMAGINS=-3.971,0,1.107,Z,,9.796,,IY CEP,AAVSO,STD,0,,,
2459850.70413,13.244,0.066,,V,PEX,,ENSEMBLE,95,X28117QT,|CMAGINS=-8.957|CREFMAG=10.015|KMAG=9.507|KMAGINS=-9.465|KREFERR=0.037|KREFMAG=9.502|OBSERVAT=BSM_TX|VMAGINS=-5.728,0,1.107,Z,,9.507,,IY CEP,AAVSO,STD,0,,,
2459850.70523,12.356,0.055,,R,PEX,,ENSEMBLE,95,X28117QT,|CMAGINS=-7.690|CREFMAG=11.042|KMAG=9.387|KMAGINS=-9.345|KREFMAG=0.000|OBSERVAT=BSM_TX|VMAGINS=-6.377,0,1.108,Z,,9.387,,IY CEP,AAVSO,STD,0,,,
2459850.70638,11.449,0.069,,I,PEX,,ENSEMBLE,95,X28117QT,|CMAGINS=-7.450|CREFMAG=9.634|KMAG=9.137|KMAGINS=-7.947|KREFERR=0.054|KREFMAG=8.923|OBSERVAT=BSM_TX|VMAGINS=-5.635,0,1.108,Z,,9.137,,IY CEP,AAVSO,STD,0,,,
2459850.70778,14.739,0.101,,B,PEX,,ENSEMBLE,95,X28117QT,|CMAGINS=-8.680|CREFMAG=10.323|KMAG=9.796|KMAGINS=-9.207|KREFERR=0.057|KREFMAG=9.765|OBSERVAT=BSM_TX|VMAGINS=-4.264,0,1.108,Z,,9.796,,IY CEP,AAVSO,STD,0,,,
2459850.70899,13.208,0.065,,V,PEX,,ENSEMBLE,95,X28117QT,|CMAGINS=-8.967|CREFMAG=10.015|KMAG=9.525|KMAGINS=-9.457|KREFERR=0.037|KREFMAG=9.502|OBSERVAT=BSM_TX|VMAGINS=-5.774,0,1.109,Z,,9.525,,IY CEP,AAVSO,STD,0,,,
2459850.71009,12.362,0.055,,R,PEX,,ENSEMBLE,95,X28117QT,|CMAGINS=-7.702|CREFMAG=11.042|KMAG=9.371|KMAGINS=-9.374|KREFMAG=0.000|OBSERVAT=BSM_TX|VMAGINS=-6.383,0,1.109,Z,,9.371,,IY CEP,AAVSO,STD,0,,,
2459850.71122,11.528,0.071,,I,PEX,,ENSEMBLE,95,X28117QT,|CMAGINS=-7.441|CREFMAG=9.634|KMAG=9.162|KMAGINS=-7.914|KREFERR=0.054|KREFMAG=8.923|OBSERVAT=BSM_TX|VMAGINS=-5.547,0,1.110,Z,,9.162,,IY CEP,AAVSO,STD,0,,,
2459855.68429,14.857,0.120,,B,PEX,,ENSEMBLE,95,X28117QT,|CMAGINS=-8.379|CREFMAG=10.323|KMAG=9.809|KMAGINS=-8.892|KREFERR=0.057|KREFMAG=9.765|OBSERVAT=BSM_TX|VMAGINS=-3.845,0,1.105,Z,,9.809,,IY CEP,AAVSO,STD,0,,,
2459855.68561,13.026,0.093,,V,PEX,,ENSEMBLE,95,X28117QT,|CMAGINS=-8.186|CREFMAG=10.015|KMAG=9.335|KMAGINS=-8.866|KREFERR=0.037|KREFMAG=9.502|OBSERVAT=BSM_TX|VMAGINS=-5.175,0,1.106,Z,,9.335,,IY CEP,AAVSO,STD,0,,,
2459855.68671,12.522,0.109,,R,PEX,,ENSEMBLE,95,X28117QT,|CMAGINS=-6.563|CREFMAG=11.042|KMAG=9.341|KMAGINS=-8.265|KREFMAG=0.000|OBSERVAT=BSM_TX|VMAGINS=-5.084,0,1.107,Z,,9.341,,IY CEP,AAVSO,STD,0,,,
2459855.68785,11.417,0.096,,I,PEX,,ENSEMBLE,95,X28117QT,|CMAGINS=-6.772|CREFMAG=9.634|KMAG=9.149|KMAGINS=-7.257|KREFERR=0.054|KREFMAG=8.923|OBSERVAT=BSM_TX|VMAGINS=-4.989,0,1.107,Z,,9.149,,IY CEP,AAVSO,STD,0,,,
2459855.69709,12.568,0.155,,R,PEX,,ENSEMBLE,95,X28117QT,|CMAGINS=-6.085|CREFMAG=11.042|KMAG=9.235|KMAGINS=-7.893|KREFMAG=0.000|OBSERVAT=BSM_TX|VMAGINS=-4.560,0,1.109,Z,,9.235,,IY CEP,AAVSO,STD,0,,,
2459856.68141,14.870,0.110,,B,PEX,,ENSEMBLE,95,X28117QT,|CMAGINS=-8.619|CREFMAG=10.323|KMAG=9.792|KMAGINS=-9.149|KREFERR=0.057|KREFMAG=9.765|OBSERVAT=BSM_TX|VMAGINS=-4.071,0,1.106,Z,,9.792,,IY CEP,AAVSO,STD,0,,,
2459856.68262,13.231,0.064,,V,PEX,,ENSEMBLE,95,X28117QT,|CMAGINS=-8.963|CREFMAG=10.015|KMAG=9.521|KMAGINS=-9.457|KREFERR=0.037|KREFMAG=9.502|OBSERVAT=BSM_TX|VMAGINS=-5.747,0,1.106,Z,,9.521,,IY CEP,AAVSO,STD,0,,,
2459856.68372,12.331,0.054,,R,PEX,,ENSEMBLE,95,X28117QT,|CMAGINS=-7.684|CREFMAG=11.042|KMAG=9.387|KMAGINS=-9.339|KREFMAG=0.000|OBSERVAT=BSM_TX|VMAGINS=-6.395,0,1.107,Z,,9.387,,IY CEP,AAVSO,STD,0,,,
2459856.68485,11.426,0.066,,I,PEX,,ENSEMBLE,95,X28117QT,|CMAGINS=-7.503|CREFMAG=9.634|KMAG=9.172|KMAGINS=-7.966|KREFERR=0.054|KREFMAG=8.923|OBSERVAT=BSM_TX|VMAGINS=-5.711,0,1.107,Z,,9.172,,IY CEP,AAVSO,STD,0,,,
2459856.68623,14.788,0.103,,B,PEX,,ENSEMBLE,95,X28117QT,|CMAGINS=-8.616|CREFMAG=10.323|KMAG=9.798|KMAGINS=-9.141|KREFERR=0.057|KREFMAG=9.765|OBSERVAT=BSM_TX|VMAGINS=-4.151,0,1.107,Z,,9.798,,IY CEP,AAVSO,STD,0,,,
2459856.68744,13.248,0.065,,V,PEX,,ENSEMBLE,95,X28117QT,|CMAGINS=-8.977|CREFMAG=10.015|KMAG=9.532|KMAGINS=-9.460|KREFERR=0.037|KREFMAG=9.502|OBSERVAT=BSM_TX|VMAGINS=-5.744,0,1.107,Z,,9.532,,IY CEP,AAVSO,STD,0,,,
2459856.68855,12.341,0.055,,R,PEX,,ENSEMBLE,95,X28117QT,|CMAGINS=-7.680|CREFMAG=11.042|KMAG=9.360|KMAGINS=-9.362|KREFMAG=0.000|OBSERVAT=BSM_TX|VMAGINS=-6.381,0,1.107,Z,,9.360,,IY CEP,AAVSO,STD,0,,,
2459856.68969,11.469,0.067,,I,PEX,,ENSEMBLE,95,X28117QT,|CMAGINS=-7.511|CREFMAG=9.634|KMAG=9.182|KMAGINS=-7.963|KREFERR=0.054|KREFMAG=8.923|OBSERVAT=BSM_TX|VMAGINS=-5.677,0,1.108,Z,,9.182,,IY CEP,AAVSO,STD,0,,,
2459856.69106,14.780,0.103,,B,PEX,,ENSEMBLE,95,X28117QT,|CMAGINS=-8.638|CREFMAG=10.323|KMAG=9.803|KMAGINS=-9.157|KREFERR=0.057|KREFMAG=9.765|OBSERVAT=BSM_TX|VMAGINS=-4.180,0,1.108,Z,,9.803,,IY CEP,AAVSO,STD,0,,,
2459856.69227,12.727,0.067,,V,PEX,,ENSEMBLE,95,X28117QT,|CMAGINS=-8.409|CREFMAG=10.015|KMAG=8.971|KMAGINS=-9.453|KREFERR=0.037|KREFMAG=9.502|OBSERVAT=BSM_TX|VMAGINS=-5.697,0,1.109,Z,,8.971,,IY CEP,AAVSO,STD,0,,,
2459856.69338,12.353,0.055,,R,PEX,,ENSEMBLE,95,X28117QT,|CMAGINS=-7.663|CREFMAG=11.042|KMAG=9.386|KMAGINS=-9.320|KREFMAG=0.000|OBSERVAT=BSM_TX|VMAGINS=-6.352,0,1.109,Z,,9.386,,IY CEP,AAVSO,STD,0,,,
2459856.69451,11.492,0.067,,I,PEX,,ENSEMBLE,95,X28117QT,|CMAGINS=-7.516|CREFMAG=9.634|KMAG=9.179|KMAGINS=-7.971|KREFERR=0.054|KREFMAG=8.923|OBSERVAT=BSM_TX|VMAGINS=-5.659,0,1.109,Z,,9.179,,IY CEP,AAVSO,STD,0,,,
2459864.65905,13.985,0.071,,B,PEX,,ENSEMBLE,95,X28117QT,|CMAGINS=-8.601|CREFMAG=10.323|KMAG=9.815|KMAGINS=-9.108|KREFERR=0.057|KREFMAG=9.765|OBSERVAT=BSM_TX|VMAGINS=-4.939,0,1.106,Z,,9.815,,IY CEP,AAVSO,STD,0,,,
